"crypto","usd","usd_market_cap","usd_24h_vol","usd_24h_change","last_updated_at","id","load_date"
bitcoin,38757.0,726174072093.436,37591709980.91333,-4.542406276635554,1623869994,1772,"2021-06-16 13:00:34"
bitcoin,38764.0,726303351848.7019,36190651794.65753,-3.2095629205703817,1623877199,1774,"2021-06-16 14:00:03"
bitcoin,38842.0,727764049959.3058,36275522494.488266,-3.0030731897694416,1623880755,1777,"2021-06-16 15:00:03"
bitcoin,38597.0,723172139309.2935,35895914490.540504,-4.121279871665181,1623884397,1784,"2021-06-16 16:00:04"
bitcoin,38321.0,718016373177.285,36563438889.78541,-5.093708395277855,1623887986,1787,"2021-06-16 17:00:07"
bitcoin,38675.0,724676334938.892,37074377818.07779,-3.208958347562058,1623891597,1791,"2021-06-16 18:00:04"
bitcoin,38656.0,724282580923.3536,36354303782.005936,-3.832498464485088,1623895187,1793,"2021-06-16 19:00:03"
bitcoin,38843.0,727846209378.2148,37474710503.818565,-3.209674587731589,1623898803,1798,"2021-06-16 20:00:07"
bitcoin,38994.0,730711256734.3871,37899918226.51873,-2.9495297067943396,1623902401,1801,"2021-06-16 21:00:12"
bitcoin,38849.0,727897558267.6301,37743416519.45905,-4.0160329628872695,1623905998,1808,"2021-06-16 22:00:04"
bitcoin,38868.0,728270538586.161,37042877218.012596,-3.8337148092194586,1623909588,1810,"2021-06-16 23:00:05"
bitcoin,39320.0,736739865470.4847,38159122415.44423,-2.895893113306949,1623913189,1813,"2021-06-17 00:00:04"
bitcoin,39377.0,737809808721.062,38646882284.66633,-2.2454044350119813,1623916794,1819,"2021-06-17 01:00:07"
bitcoin,39377.0,737809808721.062,38646882284.66633,-2.2454044350119813,1623916794,1823,"2021-06-17 02:00:34"
bitcoin,39503.0,740105299900.5353,39314179863.28103,-1.422373524816724,1623923997,1825,"2021-06-17 03:00:03"
bitcoin,39345.0,738597211004.8018,39085045729.725365,-1.1401790840113073,1623927578,1830,"2021-06-17 04:00:03"
bitcoin,39299.0,737116990638.6646,37884551773.08933,0.29844985036306687,1623931170,1833,"2021-06-17 05:00:03"
bitcoin,38900.0,727353805618.5851,37571008165.08036,-1.026313106936443,1623934796,1840,"2021-06-17 06:00:04"
bitcoin,38883.0,728550380533.5048,37177249389.30169,-1.0218943465959969,1623938388,1843,"2021-06-17 07:00:21"
bitcoin,38956.0,731649335417.4437,37526551211.91023,-0.17014130554242132,1623941990,1847,"2021-06-17 08:00:06"
bitcoin,39152.0,733599219707.0139,37224428093.156906,0.6504921485809844,1623945588,1849,"2021-06-17 09:00:07"
bitcoin,38474.0,720896690364.143,36279260924.885445,0.16364942851749648,1623949183,1855,"2021-06-17 10:00:06"
bitcoin,38474.0,720896690364.143,36279260924.885445,0.16364942851749648,1623949183,1859,"2021-06-17 11:00:34"
bitcoin,37859.0,709578974557.4454,35678675274.05709,-2.3729746002336514,1623956394,1863,"2021-06-17 12:00:07"
bitcoin,37765.0,707620029314.2228,35628105610.35343,-2.626870139446172,1623959993,1868,"2021-06-17 13:00:03"
bitcoin,37731.0,706547531770.1023,35413766220.185295,-2.6656849826839952,1623963576,1871,"2021-06-17 14:00:03"
bitcoin,37821.0,708660349419.8608,36317440477.79143,-2.6883632987845916,1623967190,1875,"2021-06-17 15:00:12"
